channels: 1 median: 0.00029627199 mean: 7.13683909487e-05 std: 0.0010099765672 modes: -0.002476125
channels: 2 median: 0.00011970953000000001 mean: 0.00013479581694 std: 0.00117069842426 modes: -0.0025244518
channels: 3 median: 7.4605028e-05 mean: 1.33936983089e-05 std: 0.000463864624295 modes: -0.0011504772
channels: 4 median: 2.4449741e-05 mean: 2.26741300906e-06 std: 0.00044313992642 modes: -0.0013344261
channels: 5 median: -1.1439958999999998e-05 mean: -1.495148972e-05 std: 0.000233523037825 modes:-0.00059831113
channels: 6 median: -1.6398073e-05 mean: 3.39227697748e-07 std: 0.000340861343971 modes: -0.0010532571
channels: 7 median: 7.4979318e-05 mean: 1.08093421831e-05 std: 0.00037388336785 modes: -0.0011033886
channels: 8 median: 9.8846955e-05 mean: 7.46425515621e-06 std: 0.000404801403565 modes: -0.0014421914
channels: 9 median: -1.3393158000000001e-05 mean: -1.84690589009e-05 std: 0.000240904095589 modes: -0.0004681889
channels: 10 median: -2.0492595e-05 mean: -1.93947656181e-05 std: 0.00017517245313 modes: -0.00053286651
channels: 11 median: -2.8147775e-05 mean: -1.78348381669e-05 std: 0.000211775148515 modes: -0.00053371524
channels: 13 median: 4.1343304e-07 mean: -1.41177963969e-06 std: 0.000253146897613 modes: -0.0006928767
channels: 14 median: -3.8369279e-05 mean: -4.36338691064e-05 std: 0.000519427820128 modes: -0.0014574827
channels: 15 median: 6.6366942e-05 mean: 3.55815539768e-06 std: 0.000311331232796 modes: -0.00094847754
channels: 16 median: 1.3294960000000001e-05 mean: 7.68496053425e-07 std: 0.000298418412361 modes: -0.0011164865
channels: 17 median: 0.00018308757 mean: 2.78828776213e-05 std: 0.000774466180043 modes: -0.0016570862
channels: 18 median: -2.824037e-06 mean: -2.57562498269e-06 std: 0.000390460647357 modes: -0.0011557305
