2,1543629183.128,-6.2361787e-06,5.8953442e-06,NaN,6.0165753e-06,-9.2492619e-06,-4.9327614e-06,2.7167066e-06,NaN,-1.4163073e-06,6.4617088e-06,-6.4320129e-06,-6.1641604e-06,-8.5222348e-07,-6.7088963e-06,9.2638624e-07,-8.1179742e-06,-5.5961659e-06,-8.8157111e-07
2,1543629183.256,5.7559824e-05,4.1303698e-05,NaN,8.5743464e-05,2.1703148e-05,1.0454803e-05,3.2616812e-05,NaN,5.9901093e-05,4.5878173e-06,2.7578561e-05,2.3871893e-05,3.0202520e-05,1.5742378e-05,3.6139398e-05,1.0213795e-05,1.8815996e-06,7.4320155e-06
2,1543629183.384,1.2102796e-04,7.6120043e-05,NaN,1.6472519e-04,5.2394520e-05,2.5622920e-05,6.2300263e-05,NaN,1.2055428e-04,2.5936699e-06,6.1505292e-05,5.3531036e-05,6.0998715e-05,3.8012913e-05,7.1220158e-05,2.8803592e-05,9.4516508e-06,1.5724998e-05
2,1543629183.512,1.8369123e-04,1.0968011e-04,NaN,2.4183089e-04,8.2502098e-05,4.0340397e-05,9.1498958e-05,NaN,1.7963369e-04,3.7531115e-07,9.5169868e-05,8.2370709e-05,9.1191978e-05,5.9905786e-05,1.0595876e-04,4.7888039e-05,1.7210123e-05,2.3973502e-05
2,1543629183.64,2.4506295e-04,1.4134060e-04,NaN,3.1591728e-04,1.1170935e-04,5.4379136e-05,1.1995043e-04,NaN,2.3623645e-04,-2.1722833e-06,1.2839431e-04,1.0995625e-04,1.2044241e-04,8.1224905e-05,1.4015118e-04,6.7683315e-05,2.5233257e-05,3.2155491e-05
2,1543629183.768,3.0465957e-04,1.7049162e-04,NaN,3.8586475e-04,1.3971918e-04,6.7524226e-05,1.4739526e-04,NaN,2.8949007e-04,-5.1459924e-06,1.6099779e-04,1.3587323e-04,1.4842326e-04,1.0178368e-04,1.7359162e-04,8.8395966e-05,3.3605367e-05,4.0242889e-05
2,1543629183.896,3.6199932e-04,1.9657702e-04,NaN,4.5058300e-04,1.6626155e-04,7.9576042e-05,1.7358964e-04,NaN,3.3855185e-04,-8.6313594e-06,1.9279552e-04,1.5971906e-04,1.7482699e-04,1.2140344e-04,2.0608664e-04,1.1020814e-04,4.2387448e-05,4.8206348e-05
2,1543629184.024,4.1659406e-04,2.1910763e-04,NaN,5.0903147e-04,1.9108283e-04,9.0360147e-05,1.9829746e-04,NaN,3.8263728e-04,-1.2706680e-05,2.2360442e-04,1.8113684e-04,1.9937006e-04,1.3991301e-04,2.3745543e-04,1.3328069e-04,5.1636387e-05,5.6012585e-05
2,1543629184.152,4.6797484e-04,2.3766898e-04,NaN,5.6022406e-04,2.1397539e-04,9.9723235e-05,2.2130136e-04,NaN,4.2101924e-04,-1.7433811e-05,2.5324494e-04,1.9979078e-04,2.2179467e-04,1.5715937e-04,2.6752980e-04,1.5773826e-04,6.1393534e-05,6.3626343e-05
2,1543629184.28,5.1567226e-04,2.5193367e-04,NaN,6.0325675e-04,2.3476010e-04,1.0753857e-04,2.4240273e-04,NaN,4.5305578e-04,-2.2860973e-05,2.8152898e-04,2.1539471e-04,2.4188029e-04,1.7299887e-04,2.9615758e-04,1.8367697e-04,7.1683811e-05,7.1003466e-05
